model_tag,problem_id,subject,level,n,c,pass_at_1,pass_at_3,distinct_answers,avg_output_len,gold,preds
base,test/precalculus/920.json,Precalculus,4,3,0,0.0,0.0,3,3756.3,\begin{pmatrix}-1&0\\0&-1\end{pmatrix},"[""\\begin{pmatrix}9&21\\\\-3&-6\\end{pmatrix}"", ""\\begin{pmatrix}7&14\\\\-2&-3\\end{pmatrix}"", ""21050296823334005124561472591223484093317338190049986961604149494645442303555143662107715773914201053302145966982861737139565""]"
base,test/precalculus/927.json,Precalculus,4,3,1,0.33333333333333337,1.0,3,3073.0,90^\circ,"[""125.15^\\circ"", ""90^\\circ"", ""123""]"
base,test/precalculus/96.json,Precalculus,3,3,3,1.0,1.0,1,1230.7,\frac{7}{4},"[""\\frac{7}{4}"", ""\\frac{7}{4}"", ""\\frac{7}{4}""]"
base,test/precalculus/986.json,Precalculus,5,3,3,1.0,1.0,1,1788.7,144,"[""144"", ""144"", ""144""]"
base,test/precalculus/989.json,Precalculus,4,3,0,0.0,0.0,3,4407.0,12,"[""16"", ""\\frac{n(n^2-3n+5)}{3}"", ""25""]"
base,test/precalculus/990.json,Precalculus,5,3,1,0.33333333333333337,1.0,3,2292.0,6-5i,"[""\\(w=6-5i\\)"", ""6-5i"", ""-3.697897542064052+1.6978975420640522i""]"
drpo,test/algebra/1004.json,Algebra,1,3,3,1.0,1.0,1,877.7,4,"[""4"", ""4"", ""4""]"
drpo,test/algebra/101.json,Algebra,4,3,0,0.0,0.0,1,1456.3,x\in[-27],"[""[-27]"", ""[-27]"", ""[-27]""]"
drpo,test/algebra/1031.json,Algebra,5,3,0,0.0,0.0,1,966.3,\frac{11}{2},"[""5.5"", ""5.5"", ""5.5""]"
drpo,test/algebra/1035.json,Algebra,3,3,3,1.0,1.0,1,1447.7,3,"[""3"", ""3"", ""3""]"
drpo,test/algebra/1072.json,Algebra,4,3,0,0.0,0.0,1,1719.7,\frac{243}{625},"[""\\frac{73}{1875}"", ""\\frac{73}{1875}"", ""\\frac{73}{1875}""]"
drpo,test/algebra/1078.json,Algebra,5,3,3,1.0,1.0,1,1901.0,(-\sqrt{3}\sqrt{3}),"[""(-\\sqrt{3}\\sqrt{3})"", ""(-\\sqrt{3}\\sqrt{3})"", ""(-\\sqrt{3}\\sqrt{3})""]"
drpo,test/algebra/1082.json,Algebra,4,3,3,1.0,1.0,1,2273.7,23,"[""23"", ""23"", ""23""]"
drpo,test/algebra/109.json,Algebra,2,3,3,1.0,1.0,1,788.0,0,"[""0"", ""0"", ""0""]"
drpo,test/algebra/1098.json,Algebra,3,3,3,1.0,1.0,1,667.7,6+9i,"[""6+9i"", ""6+9i"", ""6+9i""]"
drpo,test/algebra/114.json,Algebra,1,3,3,1.0,1.0,1,1166.3,4,"[""4"", ""4"", ""4""]"
drpo,test/algebra/1143.json,Algebra,5,3,3,1.0,1.0,1,2155.0,17,"[""17"", ""17"", ""17""]"
drpo,test/algebra/1184.json,Algebra,4,3,0,0.0,0.0,3,1650.3,129,"[""126"", ""153"", ""150""]"
drpo,test/algebra/1199.json,Algebra,4,3,3,1.0,1.0,1,951.3,1,"[""1"", ""1"", ""1""]"
drpo,test/algebra/1214.json,Algebra,1,3,3,1.0,1.0,1,922.7,1,"[""1"", ""1"", ""1""]"
drpo,test/algebra/1255.json,Algebra,2,3,3,1.0,1.0,1,598.3,6,"[""6"", ""6"", ""6""]"
drpo,test/algebra/1265.json,Algebra,2,3,3,1.0,1.0,1,826.0,\frac{3}{2},"[""\\frac{3}{2}"", ""\\frac{3}{2}"", ""\\frac{3}{2}""]"
drpo,test/algebra/1275.json,Algebra,3,3,3,1.0,1.0,1,1192.7,\frac{\sqrt{3}}{3},"[""\\frac{\\sqrt{3}}{3}"", ""\\frac{\\sqrt{3}}{3}"", ""\\frac{\\sqrt{3}}{3}""]"
drpo,test/algebra/1282.json,Algebra,5,3,3,1.0,1.0,1,1348.3,11,"[""11"", ""11"", ""11""]"
drpo,test/algebra/1303.json,Algebra,1,3,3,1.0,1.0,1,795.7,4,"[""4"", ""4"", ""4""]"
drpo,test/algebra/1332.json,Algebra,3,3,3,1.0,1.0,1,1264.7,9,"[""9"", ""9"", ""9""]"
drpo,test/algebra/1338.json,Algebra,4,3,3,1.0,1.0,1,1248.0,66,"[""66"", ""66"", ""66""]"
drpo,test/algebra/1339.json,Algebra,5,3,3,1.0,1.0,1,1146.0,600,"[""600"", ""600"", ""600""]"
drpo,test/algebra/1343.json,Algebra,4,3,3,1.0,1.0,1,810.7,256,"[""256"", ""256"", ""256""]"
drpo,test/algebra/1349.json,Algebra,2,3,0,0.0,0.0,1,1847.0,\text{Evelyn},"[""\\text{Carla}"", ""\\text{Carla}"", ""\\text{Carla}""]"
drpo,test/algebra/1425.json,Algebra,2,3,3,1.0,1.0,1,1133.3,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/1457.json,Algebra,3,3,3,1.0,1.0,1,1475.3,-120,"[""-120"", ""-120"", ""-120""]"
drpo,test/algebra/1519.json,Algebra,3,3,3,1.0,1.0,1,1053.7,\frac{\sqrt{3}}{3},"[""\\frac{\\sqrt{3}}{3}"", ""\\frac{\\sqrt{3}}{3}"", ""\\frac{\\sqrt{3}}{3}""]"
drpo,test/algebra/1529.json,Algebra,3,3,3,1.0,1.0,1,834.7,1,"[""1"", ""1"", ""1""]"
drpo,test/algebra/1547.json,Algebra,3,3,3,1.0,1.0,1,902.0,6r^2-4r-24,"[""6r^2-4r-24"", ""6r^2-4r-24"", ""6r^2-4r-24""]"
drpo,test/algebra/1553.json,Algebra,3,3,3,1.0,1.0,1,1658.7,3,"[""3"", ""3"", ""3""]"
drpo,test/algebra/1578.json,Algebra,4,3,3,1.0,1.0,1,1924.7,10,"[""10"", ""10"", ""10""]"
drpo,test/algebra/170.json,Algebra,3,3,3,1.0,1.0,1,1227.3,11,"[""11"", ""11"", ""11""]"
drpo,test/algebra/1787.json,Algebra,2,3,3,1.0,1.0,1,1200.7,8,"[""8"", ""8"", ""8""]"
drpo,test/algebra/1796.json,Algebra,5,3,3,1.0,1.0,1,1398.0,2\sqrt{5},"[""2\\sqrt{5}"", ""2\\sqrt{5}"", ""2\\sqrt{5}""]"
drpo,test/algebra/1814.json,Algebra,2,3,3,1.0,1.0,1,1767.7,143,"[""143"", ""143"", ""143""]"
drpo,test/algebra/1837.json,Algebra,5,3,0,0.0,0.0,2,4794.3,5,"[""4"", ""3"", ""4""]"
drpo,test/algebra/1842.json,Algebra,2,3,3,1.0,1.0,1,1041.7,49,"[""49"", ""49"", ""49""]"
drpo,test/algebra/187.json,Algebra,4,3,3,1.0,1.0,1,1226.7,3,"[""3"", ""3"", ""3""]"
drpo,test/algebra/1934.json,Algebra,4,3,3,1.0,1.0,1,1386.7,13,"[""13"", ""13"", ""13""]"
drpo,test/algebra/1936.json,Algebra,3,3,3,1.0,1.0,1,886.7,-1,"[""-1"", ""-1"", ""-1""]"
drpo,test/algebra/1937.json,Algebra,1,3,2,0.6666666666666667,1.0,2,722.0,1600,"[""2023"", ""1600"", ""1600""]"
drpo,test/algebra/1960.json,Algebra,4,3,3,1.0,1.0,1,1063.3,9,"[""9"", ""9"", ""9""]"
drpo,test/algebra/2023.json,Algebra,3,3,0,0.0,0.0,1,1095.7,1,"[""3"", ""3"", ""3""]"
drpo,test/algebra/2036.json,Algebra,3,3,3,1.0,1.0,1,1144.7,3\sqrt{13},"[""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}""]"
drpo,test/algebra/2043.json,Algebra,5,3,3,1.0,1.0,1,1946.0,(-\infty2)\cup(3\infty),"[""(-\\infty2)\\cup(3\\infty)"", ""(-\\infty2)\\cup(3\\infty)"", ""(-\\infty2)\\cup(3\\infty)""]"
drpo,test/algebra/2046.json,Algebra,3,3,3,1.0,1.0,1,1252.0,x^3+3x-6,"[""x^3+3x-6"", ""x^3+3x-6"", ""x^3+3x-6""]"
drpo,test/algebra/2058.json,Algebra,4,3,3,1.0,1.0,1,2289.7,13,"[""13"", ""13"", ""13""]"
drpo,test/algebra/2064.json,Algebra,5,3,3,1.0,1.0,1,1443.0,81,"[""81"", ""81"", ""81""]"
drpo,test/algebra/2080.json,Algebra,3,3,3,1.0,1.0,1,1104.7,14,"[""14"", ""14"", ""14""]"
drpo,test/algebra/2102.json,Algebra,3,3,3,1.0,1.0,1,1339.0,56,"[""56"", ""56"", ""56""]"
drpo,test/algebra/2157.json,Algebra,2,3,3,1.0,1.0,1,1124.0,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/2159.json,Algebra,3,3,3,1.0,1.0,1,941.3,11,"[""11"", ""11"", ""11""]"
drpo,test/algebra/2176.json,Algebra,5,3,3,1.0,1.0,1,2160.3,3,"[""3"", ""3"", ""3""]"
drpo,test/algebra/2193.json,Algebra,5,3,0,0.0,0.0,1,1567.3,x=5,"[""5"", ""5"", ""5""]"
drpo,test/algebra/2199.json,Algebra,1,3,3,1.0,1.0,1,1209.3,7,"[""7"", ""7"", ""7""]"
drpo,test/algebra/2214.json,Algebra,2,3,3,1.0,1.0,1,832.0,4,"[""4"", ""4"", ""4""]"
drpo,test/algebra/2232.json,Algebra,4,3,3,1.0,1.0,1,1285.0,-3,"[""-3"", ""-3"", ""-3""]"
drpo,test/algebra/224.json,Algebra,4,3,3,1.0,1.0,1,1158.3,8,"[""8"", ""8"", ""8""]"
drpo,test/algebra/2251.json,Algebra,2,3,3,1.0,1.0,1,1083.3,3,"[""3"", ""3"", ""3""]"
drpo,test/algebra/2253.json,Algebra,4,3,3,1.0,1.0,1,1006.7,\frac{3\sqrt{3}}{4},"[""\\frac{3\\sqrt{3}}{4}"", ""\\frac{3\\sqrt{3}}{4}"", ""\\frac{3\\sqrt{3}}{4}""]"
drpo,test/algebra/2257.json,Algebra,4,3,0,0.0,0.0,1,1482.7,\frac9{19},"[""\\frac{9}{19}"", ""\\frac{9}{19}"", ""\\frac{9}{19}""]"
drpo,test/algebra/2264.json,Algebra,5,3,3,1.0,1.0,1,1407.3,1+2i,"[""1+2i"", ""1+2i"", ""1+2i""]"
drpo,test/algebra/2277.json,Algebra,5,3,3,1.0,1.0,1,2718.7,0,"[""0"", ""0"", ""0""]"
drpo,test/algebra/2391.json,Algebra,4,3,3,1.0,1.0,1,1487.0,10,"[""10"", ""10"", ""10""]"
drpo,test/algebra/24.json,Algebra,1,3,3,1.0,1.0,1,962.0,2000,"[""2000"", ""2000"", ""2000""]"
drpo,test/algebra/2427.json,Algebra,5,3,2,0.6666666666666667,1.0,2,2292.0,10,"[""10"", ""10"", ""20""]"
drpo,test/algebra/2430.json,Algebra,4,3,3,1.0,1.0,1,1799.0,8,"[""8"", ""8"", ""8""]"
drpo,test/algebra/246.json,Algebra,4,3,3,1.0,1.0,1,1416.0,8,"[""8"", ""8"", ""8""]"
drpo,test/algebra/2470.json,Algebra,1,3,3,1.0,1.0,1,1713.7,137\frac{1}{2},"[""137\\frac{1}{2}"", ""137\\frac{1}{2}"", ""137\\frac{1}{2}""]"
drpo,test/algebra/2476.json,Algebra,2,3,3,1.0,1.0,1,1828.0,10,"[""10"", ""10"", ""10""]"
drpo,test/algebra/2486.json,Algebra,5,3,3,1.0,1.0,1,2304.0,(\frac{3}{5}\frac{8}{3}],"[""(\\frac{3}{5}\\frac{8}{3}]"", ""(\\frac{3}{5}\\frac{8}{3}]"", ""(\\frac{3}{5}\\frac{8}{3}]""]"
drpo,test/algebra/251.json,Algebra,2,3,3,1.0,1.0,1,878.7,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/2517.json,Algebra,5,3,1,0.33333333333333337,1.0,2,1783.0,-\frac{35}{9},"[""\\frac{35}{9}"", ""\\frac{35}{9}"", ""-\\frac{35}{9}""]"
drpo,test/algebra/2551.json,Algebra,1,3,3,1.0,1.0,1,1616.7,10,"[""10"", ""10"", ""10""]"
drpo,test/algebra/2570.json,Algebra,4,3,3,1.0,1.0,1,2456.7,2107,"[""2107"", ""2107"", ""2107""]"
drpo,test/algebra/2584.json,Algebra,3,3,3,1.0,1.0,1,1325.3,\frac{14}{3},"[""\\frac{14}{3}"", ""\\frac{14}{3}"", ""\\frac{14}{3}""]"
drpo,test/algebra/2592.json,Algebra,1,3,3,1.0,1.0,1,557.0,26000,"[""26000"", ""26000"", ""26000""]"
drpo,test/algebra/2593.json,Algebra,2,3,3,1.0,1.0,1,1190.3,8000,"[""8000"", ""8000"", ""8000""]"
drpo,test/algebra/2626.json,Algebra,5,3,0,0.0,0.0,2,1548.0,\32348,"[""32348"", ""32348"", ""34012""]"
drpo,test/algebra/2680.json,Algebra,2,3,3,1.0,1.0,1,1078.7,5r^5,"[""5r^5"", ""5r^5"", ""5r^5""]"
drpo,test/algebra/2700.json,Algebra,5,3,3,1.0,1.0,1,2329.0,\frac{3}{2},"[""\\frac{3}{2}"", ""\\frac{3}{2}"", ""\\frac{3}{2}""]"
drpo,test/algebra/2735.json,Algebra,2,3,2,0.6666666666666667,1.0,2,1048.7,\frac{11+9a}{20},"[""\\frac{11+9a}{20}"", ""\\frac{9a+11}{20}"", ""\\frac{11+9a}{20}""]"
drpo,test/algebra/2743.json,Algebra,2,3,3,1.0,1.0,1,1198.0,29,"[""29"", ""29"", ""29""]"
drpo,test/algebra/276.json,Algebra,2,3,3,1.0,1.0,1,1576.7,12,"[""12"", ""12"", ""12""]"
drpo,test/algebra/2779.json,Algebra,5,3,3,1.0,1.0,1,1564.0,20,"[""20"", ""20"", ""20""]"
drpo,test/algebra/2780.json,Algebra,5,3,0,0.0,0.0,1,1968.7,\18.90,"[""18.90"", ""18.90"", ""18.90""]"
drpo,test/algebra/2789.json,Algebra,1,3,3,1.0,1.0,1,724.3,47,"[""47"", ""47"", ""47""]"
drpo,test/algebra/291.json,Algebra,5,3,3,1.0,1.0,1,2042.7,\frac{2}{3},"[""\\frac{2}{3}"", ""\\frac{2}{3}"", ""\\frac{2}{3}""]"
drpo,test/algebra/297.json,Algebra,5,3,0,0.0,0.0,3,2840.7,1736,"[""1100"", ""2"", ""-544""]"
drpo,test/algebra/305.json,Algebra,5,3,3,1.0,1.0,1,2231.0,5,"[""5"", ""5"", ""5""]"
drpo,test/algebra/346.json,Algebra,2,3,3,1.0,1.0,1,882.0,7,"[""7"", ""7"", ""7""]"
drpo,test/algebra/351.json,Algebra,3,3,3,1.0,1.0,1,1233.7,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/425.json,Algebra,3,3,3,1.0,1.0,1,762.3,-128,"[""-128"", ""-128"", ""-128""]"
drpo,test/algebra/435.json,Algebra,3,3,3,1.0,1.0,1,888.7,25,"[""25"", ""25"", ""25""]"
drpo,test/algebra/478.json,Algebra,1,3,3,1.0,1.0,1,869.0,65,"[""65"", ""65"", ""65""]"
drpo,test/algebra/509.json,Algebra,5,3,3,1.0,1.0,1,1923.0,\frac{13}{6},"[""\\frac{13}{6}"", ""\\frac{13}{6}"", ""\\frac{13}{6}""]"
drpo,test/algebra/518.json,Algebra,3,3,0,0.0,0.0,1,1527.0,\frac34,"[""\\frac{3}{4}"", ""\\frac{3}{4}"", ""\\frac{3}{4}""]"
drpo,test/algebra/524.json,Algebra,2,3,3,1.0,1.0,1,809.3,4005,"[""4005"", ""4005"", ""4005""]"
drpo,test/algebra/529.json,Algebra,4,3,3,1.0,1.0,1,1353.7,81,"[""81"", ""81"", ""81""]"
drpo,test/algebra/567.json,Algebra,1,3,3,1.0,1.0,1,1563.0,1,"[""1"", ""1"", ""1""]"
drpo,test/algebra/621.json,Algebra,4,3,3,1.0,1.0,1,1031.7,3.21,"[""3.21"", ""3.21"", ""3.21""]"
drpo,test/algebra/634.json,Algebra,3,3,3,1.0,1.0,1,2067.0,4,"[""4"", ""4"", ""4""]"
drpo,test/algebra/661.json,Algebra,3,3,3,1.0,1.0,1,1148.7,36,"[""36"", ""36"", ""36""]"
drpo,test/algebra/668.json,Algebra,4,3,3,1.0,1.0,1,1123.7,45,"[""45"", ""45"", ""45""]"
drpo,test/algebra/686.json,Algebra,5,3,2,0.6666666666666667,1.0,2,3063.0,4,"[""4"", ""4"", ""22""]"
drpo,test/algebra/694.json,Algebra,3,3,3,1.0,1.0,1,1528.7,16,"[""16"", ""16"", ""16""]"
drpo,test/algebra/722.json,Algebra,1,3,3,1.0,1.0,1,711.0,9901,"[""9901"", ""9901"", ""9901""]"
drpo,test/algebra/733.json,Algebra,5,3,1,0.33333333333333337,1.0,2,2437.7,6,"[""3"", ""3"", ""6""]"
drpo,test/algebra/769.json,Algebra,3,3,3,1.0,1.0,1,1098.0,11,"[""11"", ""11"", ""11""]"
drpo,test/algebra/776.json,Algebra,5,3,3,1.0,1.0,1,1339.3,-2,"[""-2"", ""-2"", ""-2""]"
drpo,test/algebra/791.json,Algebra,4,3,3,1.0,1.0,1,1760.3,41,"[""41"", ""41"", ""41""]"
drpo,test/algebra/824.json,Algebra,4,3,3,1.0,1.0,1,1501.3,12,"[""12"", ""12"", ""12""]"
drpo,test/algebra/841.json,Algebra,1,3,3,1.0,1.0,1,1434.0,350,"[""350"", ""350"", ""350""]"
drpo,test/algebra/849.json,Algebra,1,3,3,1.0,1.0,1,900.7,18,"[""18"", ""18"", ""18""]"
drpo,test/algebra/853.json,Algebra,5,3,3,1.0,1.0,1,2259.7,12,"[""12"", ""12"", ""12""]"
drpo,test/algebra/858.json,Algebra,4,3,3,1.0,1.0,1,1297.0,-2,"[""-2"", ""-2"", ""-2""]"
drpo,test/algebra/864.json,Algebra,2,3,3,1.0,1.0,1,984.3,(-16),"[""(-16)"", ""(-16)"", ""(-16)""]"
drpo,test/algebra/873.json,Algebra,4,3,3,1.0,1.0,1,1732.7,33,"[""33"", ""33"", ""33""]"
drpo,test/algebra/892.json,Algebra,5,3,3,1.0,1.0,1,3043.7,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/893.json,Algebra,4,3,3,1.0,1.0,1,2307.0,-1,"[""-1"", ""-1"", ""-1""]"
drpo,test/algebra/907.json,Algebra,4,3,3,1.0,1.0,1,1733.0,2,"[""2"", ""2"", ""2""]"
drpo,test/algebra/972.json,Algebra,4,3,3,1.0,1.0,1,2018.7,\frac{11}{2},"[""\\frac{11}{2}"", ""\\frac{11}{2}"", ""\\frac{11}{2}""]"
drpo,test/algebra/975.json,Algebra,5,3,3,1.0,1.0,1,1447.3,-4,"[""-4"", ""-4"", ""-4""]"
drpo,test/algebra/988.json,Algebra,1,3,3,1.0,1.0,1,997.0,11,"[""11"", ""11"", ""11""]"
drpo,test/counting_and_probability/10.json,Counting & Probability,4,3,3,1.0,1.0,1,2749.0,4,"[""4"", ""4"", ""4""]"
drpo,test/counting_and_probability/1003.json,Counting & Probability,5,3,2,0.6666666666666667,1.0,2,3273.3,29,"[""29"", ""55"", ""29""]"
drpo,test/counting_and_probability/1009.json,Counting & Probability,5,3,3,1.0,1.0,1,1607.3,28,"[""28"", ""28"", ""28""]"
drpo,test/counting_and_probability/1014.json,Counting & Probability,4,3,3,1.0,1.0,1,1963.0,480,"[""480"", ""480"", ""480""]"
drpo,test/counting_and_probability/1060.json,Counting & Probability,2,3,0,0.0,0.0,1,1530.7,1260,"[""420"", ""420"", ""420""]"
drpo,test/counting_and_probability/1114.json,Counting & Probability,4,3,3,1.0,1.0,1,1885.0,\frac{11}{36},"[""\\frac{11}{36}"", ""\\frac{11}{36}"", ""\\frac{11}{36}""]"
drpo,test/counting_and_probability/116.json,Counting & Probability,2,3,3,1.0,1.0,1,899.3,4495,"[""4495"", ""4495"", ""4495""]"
drpo,test/counting_and_probability/119.json,Counting & Probability,4,3,3,1.0,1.0,1,1460.3,-125,"[""-125"", ""-125"", ""-125""]"
drpo,test/counting_and_probability/134.json,Counting & Probability,4,3,3,1.0,1.0,1,1457.7,720,"[""720"", ""720"", ""720""]"
drpo,test/counting_and_probability/14.json,Counting & Probability,1,3,0,0.0,0.0,1,1239.7,\frac14,"[""\\frac{1}{4}"", ""\\frac{1}{4}"", ""\\frac{1}{4}""]"
drpo,test/counting_and_probability/159.json,Counting & Probability,5,3,3,1.0,1.0,1,1817.3,28800,"[""28800"", ""28800"", ""28800""]"
drpo,test/counting_and_probability/181.json,Counting & Probability,5,3,0,0.0,0.0,2,2541.7,19,"[""12"", ""12"", ""13""]"
drpo,test/counting_and_probability/188.json,Counting & Probability,5,3,0,0.0,0.0,3,2855.7,\frac{1}{2},"[""\\frac{7}{9}"", ""\\frac{5}{18}"", ""\\frac{4}{9}""]"
drpo,test/counting_and_probability/190.json,Counting & Probability,2,3,3,1.0,1.0,1,881.0,6,"[""6"", ""6"", ""6""]"
drpo,test/counting_and_probability/199.json,Counting & Probability,2,3,3,1.0,1.0,1,2508.3,13,"[""13"", ""13"", ""13""]"
drpo,test/counting_and_probability/216.json,Counting & Probability,5,3,3,1.0,1.0,1,1722.0,1940,"[""1940"", ""1940"", ""1940""]"
drpo,test/counting_and_probability/230.json,Counting & Probability,4,3,3,1.0,1.0,1,2705.0,\frac{2}{21},"[""\\frac{2}{21}"", ""\\frac{2}{21}"", ""\\frac{2}{21}""]"
drpo,test/counting_and_probability/238.json,Counting & Probability,4,3,0,0.0,0.0,1,1146.0,10080,"[""5040"", ""5040"", ""5040""]"
drpo,test/counting_and_probability/23957.json,Counting & Probability,3,3,3,1.0,1.0,1,1206.7,210,"[""210"", ""210"", ""210""]"
drpo,test/counting_and_probability/25149.json,Counting & Probability,4,3,2,0.6666666666666667,1.0,2,1569.7,63,"[""63"", ""63"", ""60""]"
drpo,test/counting_and_probability/282.json,Counting & Probability,4,3,0,0.0,0.0,3,3131.7,\frac{1}{2},"[""\\frac{1}{3}"", ""\\frac{1}{4}"", ""\\frac{7}{20}""]"
drpo,test/counting_and_probability/339.json,Counting & Probability,4,3,3,1.0,1.0,1,1435.3,12,"[""12"", ""12"", ""12""]"
drpo,test/counting_and_probability/377.json,Counting & Probability,4,3,0,0.0,0.0,1,1943.3,\frac{448}{15625},"[""\\frac{2240}{78125}"", ""\\frac{2240}{78125}"", ""\\frac{2240}{78125}""]"
drpo,test/counting_and_probability/389.json,Counting & Probability,2,3,3,1.0,1.0,1,1043.0,28,"[""28"", ""28"", ""28""]"
drpo,test/counting_and_probability/430.json,Counting & Probability,4,3,0,0.0,0.0,2,2961.0,\frac{1}{3},"[""\\frac{1}{6}"", ""\\frac{1}{6}"", ""\\frac{1}{5}""]"
drpo,test/counting_and_probability/508.json,Counting & Probability,3,3,3,1.0,1.0,1,1326.0,10080,"[""10080"", ""10080"", ""10080""]"
drpo,test/counting_and_probability/51.json,Counting & Probability,5,3,1,0.33333333333333337,1.0,2,1777.7,\frac{13}{18},"[""\\frac{25}{36}"", ""\\frac{13}{18}"", ""\\frac{25}{36}""]"
drpo,test/counting_and_probability/525.json,Counting & Probability,5,3,0,0.0,0.0,3,2997.0,144,"[""720"", ""48"", ""576""]"
drpo,test/counting_and_probability/666.json,Counting & Probability,2,3,3,1.0,1.0,1,1500.7,225,"[""225"", ""225"", ""225""]"
drpo,test/counting_and_probability/71.json,Counting & Probability,3,3,3,1.0,1.0,1,1620.7,3,"[""3"", ""3"", ""3""]"
drpo,test/counting_and_probability/731.json,Counting & Probability,5,3,0,0.0,0.0,2,3072.0,\frac{1}{2},"[""\\frac{k}{2}"", ""\\frac{1}{4}"", ""\\frac{1}{4}""]"
drpo,test/counting_and_probability/737.json,Counting & Probability,2,3,0,0.0,0.0,1,1707.3,58500,"[""65000"", ""65000"", ""65000""]"
drpo,test/counting_and_probability/761.json,Counting & Probability,1,3,3,1.0,1.0,1,1454.7,3,"[""3"", ""3"", ""3""]"
drpo,test/counting_and_probability/765.json,Counting & Probability,5,3,2,0.6666666666666667,1.0,2,2550.7,110,"[""110"", ""105"", ""110""]"
drpo,test/counting_and_probability/803.json,Counting & Probability,4,3,3,1.0,1.0,1,1441.0,\frac{1}{4},"[""\\frac{1}{4}"", ""\\frac{1}{4}"", ""\\frac{1}{4}""]"
drpo,test/counting_and_probability/870.json,Counting & Probability,5,3,3,1.0,1.0,1,2490.0,\frac{1}{3},"[""\\frac{1}{3}"", ""\\frac{1}{3}"", ""\\frac{1}{3}""]"
drpo,test/counting_and_probability/894.json,Counting & Probability,5,3,3,1.0,1.0,1,1928.3,540,"[""540"", ""540"", ""540""]"
drpo,test/counting_and_probability/913.json,Counting & Probability,3,3,3,1.0,1.0,1,1388.0,6,"[""6"", ""6"", ""6""]"
drpo,test/geometry/106.json,Geometry,2,3,3,1.0,1.0,1,1775.3,31,"[""31"", ""31"", ""31""]"
drpo,test/geometry/1097.json,Geometry,4,3,2,0.6666666666666667,1.0,2,1337.0,63,"[""63"", ""63"", ""80""]"
drpo,test/geometry/1108.json,Geometry,2,3,3,1.0,1.0,1,1387.0,(24),"[""(24)"", ""(24)"", ""(24)""]"
drpo,test/geometry/1140.json,Geometry,5,3,3,1.0,1.0,1,2709.7,\frac{3840}{289},"[""\\frac{3840}{289}"", ""\\frac{3840}{289}"", ""\\frac{3840}{289}""]"
drpo,test/geometry/172.json,Geometry,5,3,0,0.0,0.0,2,2281.7,8,"[""16"", ""16"", ""\\frac{64}{3}""]"
drpo,test/geometry/178.json,Geometry,3,3,3,1.0,1.0,1,1736.3,2,"[""2"", ""2"", ""2""]"
drpo,test/geometry/183.json,Geometry,5,3,0,0.0,0.0,1,2751.3,145^\circ,"[""145"", ""145"", ""145""]"
drpo,test/geometry/221.json,Geometry,3,3,3,1.0,1.0,1,1535.7,30,"[""30"", ""30"", ""30""]"
drpo,test/geometry/226.json,Geometry,1,3,0,0.0,0.0,1,1888.7,180^\circ,"[""180"", ""180"", ""180""]"
drpo,test/geometry/229.json,Geometry,5,3,0,0.0,0.0,3,4717.3,16,"[""36"", ""5"", ""18""]"
drpo,test/geometry/248.json,Geometry,2,3,3,1.0,1.0,1,950.0,5,"[""5"", ""5"", ""5""]"
drpo,test/geometry/254.json,Geometry,2,3,3,1.0,1.0,1,1300.3,3,"[""3"", ""3"", ""3""]"
drpo,test/geometry/283.json,Geometry,4,3,3,1.0,1.0,1,2053.7,8,"[""8"", ""8"", ""8""]"
drpo,test/geometry/347.json,Geometry,3,3,0,0.0,0.0,1,1310.3,76^\circ,"[""76"", ""76"", ""76""]"
drpo,test/geometry/353.json,Geometry,4,3,3,1.0,1.0,1,2242.0,\sqrt{5},"[""\\sqrt{5}"", ""\\sqrt{5}"", ""\\sqrt{5}""]"
drpo,test/geometry/434.json,Geometry,1,3,2,0.6666666666666667,1.0,2,1909.7,28,"[""28"", ""28"", ""56""]"
drpo,test/geometry/456.json,Geometry,2,3,3,1.0,1.0,1,1224.0,3,"[""3"", ""3"", ""3""]"
drpo,test/geometry/465.json,Geometry,4,3,0,0.0,0.0,1,3321.3,120,"[""100"", ""100"", ""100""]"
drpo,test/geometry/473.json,Geometry,4,3,0,0.0,0.0,1,1431.3,864\mbox{inches}^2,"[""864"", ""864"", ""864""]"
drpo,test/geometry/477.json,Geometry,3,3,3,1.0,1.0,1,920.0,216,"[""216"", ""216"", ""216""]"
drpo,test/geometry/483.json,Geometry,4,3,3,1.0,1.0,1,1539.3,15,"[""15"", ""15"", ""15""]"
drpo,test/geometry/538.json,Geometry,4,3,3,1.0,1.0,1,2345.7,(8-2),"[""(8-2)"", ""(8-2)"", ""(8-2)""]"
drpo,test/geometry/547.json,Geometry,4,3,0,0.0,0.0,1,1751.0,54,"[""150"", ""150"", ""150""]"
drpo,test/geometry/561.json,Geometry,5,3,0,0.0,0.0,3,2597.0,\frac{7}{2},"[""2"", ""\\frac{3+3\\sqrt{2}}{2}"", ""\\frac{5-2\\sqrt{2}}{4}""]"
drpo,test/geometry/615.json,Geometry,4,3,0,0.0,0.0,1,1382.3,106^\circ,"[""106"", ""106"", ""106""]"
